所属的二进制名*,包含的Git工程ID*,所属的所属模块名*,是否影响永不倒用例,CK文件名,console文件名,最近编译时间,Git路径,所属Git仓库ID,仓库名称,仓库路径,已归档,默认分支,仓库https地址,仓库SSH地址,仓库全名称,仓库全路径,是否已授权
mmpayfaceyoutufacequalitygpu4offline,234403,mmpayfaceyoutufacequalitygpu4offline,仅目标资产影响,CK_mmpayfaceyoutufacequalitygpu4offline,mmpayfaceyoutufacequalitygpu4offlineConsole,,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpayface/mmpayfaceyoutu/mmpayfaceyoutufacefeaturedeprecated,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
mmpaykfchatmanagesvr,323610,mmpaykfchatmanagesvr,仅目标资产影响,CK_mmpaykfchatmanagesvr,mmpaykfchatmanagesvrConsole,2025-02-11 11:03:11,http://git.woa.com/mmpay_wxpay/kf/tree/master/application/mmpaykfchatmanagesvr,323610,kf,kf,否,master,https://git.woa.com/mmpay_wxpay/kf.git,git@git.woa.com:mmpay_wxpay/kf.git,mmpay_wxpay/kf,mmpay_wxpay/kf,是
mmpaymktactrecycledaemon,246326,mmpaymktscript,仅目标资产影响,CK_mmpaymktactrecycledaemon,mmpaymktactrecycledaemonConsole,,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymkt/mmpaymktactivity/daemon/mmpaymktactrecycledaemon,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaymchdepositsvr,698081,mmpaymchdepositsvr,仅目标资产影响,CK_mmpaymchdepositsvr,mmpaymchdepositsvrConsole,2025-02-25 23:56:50,http://git.woa.com/mmpay_wxpay/mch_recharge/tree/master/application/mmpaymchdepositsvr,698081,mch_recharge,mch_recharge,否,master,https://git.woa.com/mmpay_wxpay/mch_recharge.git,git@git.woa.com:mmpay_wxpay/mch_recharge.git,mmpay_wxpay/mch_recharge,mmpay_wxpay/mch_recharge,是
mmpayaccountchangeuserlistkvsvr,166068,mmpayaccountchangeuserlistkvsvr,仅目标资产影响,CK_mmpayaccountchangeuserlistkvsvr,mmpayaccountchangeuserlistkvsvrConsole,2024-09-19 14:00:52,http://git.woa.com/mmpay_wxpay/user_information/tree/master/domain/mmpayaccountchangeuserlistkvsvr,166068,user_information,user_information,否,master,https://git.woa.com/mmpay_wxpay/user_information.git,git@git.woa.com:mmpay_wxpay/user_information.git,mmpay_wxpay/user_information,mmpay_wxpay/user_information,是
mmpaymktfmcgactmqworker,645976,mmpaymktfmcgactmq,仅目标资产影响,CK_mmpaymktfmcgactmqworker,mmpaymktfmcgactmqworkerConsole,2024-09-19 14:59:00,http://git.woa.com/mmpay_wxpay/brand_fmcg/tree/master/application/mmpaymktfmcgactmq,645976,brand_fmcg,brand_fmcg,否,master,https://git.woa.com/mmpay_wxpay/brand_fmcg.git,git@git.woa.com:mmpay_wxpay/brand_fmcg.git,mmpay_wxpay/brand_fmcg,mmpay_wxpay/brand_fmcg,是
mmpayvehiclepayetclogicsvr,354165,mmpayvehiclepayetclogicsvr,均不影响,CK_mmpayvehiclepayetclogicsvr,mmpayvehiclepayetclogicsvrConsole,2024-09-13 09:52:29,http://git.woa.com/mmpay_wpts/wpts_etc_deduction/tree/master/gateway/mmpayvehiclepayetclogicsvr,354165,wpts_etc_deduction,wpts_etc_deduction,否,master,https://git.woa.com/mmpay_wpts/wpts_etc_deduction.git,git@git.woa.com:mmpay_wpts/wpts_etc_deduction.git,mmpay_wpts/wpts_etc_deduction,mmpay_wpts/wpts_etc_deduction,是
mmpaycouponcenteroperationweb,325195,mmpaycouponcenteroperationweb,仅目标资产影响,CK_mmpaycouponcenteroperationweb,mmpaycouponcenteroperationwebConsole,2024-09-14 16:13:19,http://git.woa.com/mmpay_wxpay/user_operation_manage/tree/master/gateway/mmpaycouponcenteroperationweb,325195,user_operation_manage,user_operation_manage,否,master,https://git.woa.com/mmpay_wxpay/user_operation_manage.git,git@git.woa.com:mmpay_wxpay/user_operation_manage.git,mmpay_wxpay/user_operation_manage,mmpay_wxpay/user_operation_manage,是
mmpayrecommendwxshoppingsubsvr,234403,mmpayrecommendwxshoppingsubsvr,仅目标资产影响,CK_mmpayrecommendwxshoppingsubsvr,mmpayrecommendwxshoppingsubsvrConsole,,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpayrecommend/mmpayrecommendengine/subsvrsvr,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
mmpaymchomordersubscriber,1019040,mmpaymchomordersubscriber,仅目标资产影响,CK_mmpaymchomordersubscriber,mmpaymchomordersubscriberConsole,2024-09-19 16:06:10,http://git.woa.com/mmpay_wxpay/order_manage/tree/master/domain/mmpaymchomordersubscriber,1019040,order_manage,order_manage,否,master,https://git.woa.com/mmpay_wxpay/order_manage.git,git@git.woa.com:mmpay_wxpay/order_manage.git,mmpay_wxpay/order_manage,mmpay_wxpay/order_manage,是
mmpayindustrygentestdaosvr,166039,mmpayindustrygentestdaosvr,均不影响,CK_mmpayindustrygentestdaosvr,mmpayindustrygentestdaosvrConsole,,http://git.woa.com/mmpay_XWatt-P/XWatt/tree/master/domain/mmpayindustrygentestdaosvr,166039,XWatt,XWatt,否,master,https://git.woa.com/mmpay_XWatt-P/XWatt.git,git@git.woa.com:mmpay_XWatt-P/XWatt.git,mmpay_XWatt-P/XWatt,mmpay_XWatt-P/XWatt,是
mmpaysmartdeviceprinterorderao,543366,mmpaysmartdeviceprinterorderao,仅目标资产影响,CK_mmpaysmartdeviceprinterorderao,mmpaysmartdeviceprinterorderaoConsole,2024-10-10 10:56:24,http://git.woa.com/mmpay_material_device/device_printer/tree/master/domain/mmpaysmartdeviceprinterorderao,543366,device_printer,device_printer,否,master,https://git.woa.com/mmpay_material_device/device_printer.git,git@git.woa.com:mmpay_material_device/device_printer.git,mmpay_material_device/device_printer,mmpay_material_device/device_printer,是
mmpaydataticketbroker,390515,mmpaydataticketbroker,仅目标资产影响,CK_mmpaydataticketbroker,mmpaydataticketbrokerConsole,2025-02-24 09:57:38,http://git.woa.com/mmpay_MchTicket-P/MchTicket/tree/master/gateway/mmpaydataticketbroker,390515,MchTicket,MchTicket,否,master,https://git.woa.com/mmpay_MchTicket-P/MchTicket.git,git@git.woa.com:mmpay_MchTicket-P/MchTicket.git,mmpay_MchTicket-P/MchTicket,mmpay_MchTicket-P/MchTicket,是
mmpayocrqualityscore,1080734,mmpayocrqualityscore,仅目标资产影响,CK_mmpayocrqualityscore,mmpayocrqualityscoreConsole,,http://git.woa.com/mmpay_online_rd/ocr_comp/tree/master/domain/mmpayocrqualityscore,1080734,ocr_comp,ocr_comp,否,master,https://git.woa.com/mmpay_online_rd/ocr_comp.git,git@git.woa.com:mmpay_online_rd/ocr_comp.git,mmpay_online_rd/ocr_comp,mmpay_online_rd/ocr_comp,是
mmpayshelforderdao,246326,mmpayshelforderdao,仅目标资产影响,CK_mmpayshelforderdao,mmpayshelforderdaoConsole,2024-10-12 11:28:04,http://git.woa.com/mmpay_svn/mmtenpay/tree/master/mmpaymchmgr/mmpayshelf/mmpayshelforderdao,246326,mmtenpay,mmtenpay,否,master,https://git.woa.com/mmpay_svn/mmtenpay.git,git@git.woa.com:mmpay_svn/mmtenpay.git,mmpay_svn/mmtenpay,mmpay_svn/mmtenpay,是
mmpaymultisetcolddatatransaosvr,166046,mmpaymultisetcolddatatransaosvr,仅目标资产影响,CK_mmpaymultisetcolddatatransaosvr,mmpaymultisetcolddatatransaosvrConsole,2024-10-21 11:23:59,http://git.woa.com/mmpay_wxpay/mch_trade/tree/master/domain/mmpaymultisetcolddatatransaosvr,166046,mch_trade,mch_trade,否,master,https://git.woa.com/mmpay_wxpay/mch_trade.git,git@git.woa.com:mmpay_wxpay/mch_trade.git,mmpay_wxpay/mch_trade,mmpay_wxpay/mch_trade,是
mmpayqcmcharchiveinspectaosvr,325194,mmpayqcmcharchiveinspectaosvr,仅目标资产影响,CK_mmpayqcmcharchiveinspectaosvr,mmpayqcmcharchiveinspectaosvrConsole,2025-02-27 11:43:01,http://git.woa.com/mmpay_wxpay/mch_operation_manage/tree/master/application/mmpayqcmcharchiveinspectaosvr,325194,mch_operation_manage,mch_operation_manage,否,master,https://git.woa.com/mmpay_wxpay/mch_operation_manage.git,git@git.woa.com:mmpay_wxpay/mch_operation_manage.git,mmpay_wxpay/mch_operation_manage,mmpay_wxpay/mch_operation_manage,是
mmpaysmbpposterao,456020,mmpaysmbpposterao,仅目标资产影响,CK_mmpaysmbpposterao,mmpaysmbpposteraoConsole,2024-09-19 11:41:07,http://git.woa.com/mmpay_material/poster_center/tree/master/domain/mmpaysmbpposterao,456020,poster_center,poster_center,否,master,https://git.woa.com/mmpay_material/poster_center.git,git@git.woa.com:mmpay_material/poster_center.git,mmpay_material/poster_center,mmpay_material/poster_center,是
mmpayiotactivitylistmqworker,425984,mmpayiotactivitylistmq,均不影响,CK_mmpayiotactivitylistmqworker,mmpayiotactivitylistmqworkerConsole,2024-10-11 17:29:57,http://git.woa.com/mmpay_face_business/operation_business/tree/master/domain/mmpayiotactivitylistmq,425984,operation_business,operation_business,否,master,https://git.woa.com/mmpay_face_business/operation_business.git,git@git.woa.com:mmpay_face_business/operation_business.git,mmpay_face_business/operation_business,mmpay_face_business/operation_business,是
mmpaypayrefundbysetdaosvr,686319,mmpaypayrefundbysetdaosvr,仅目标资产影响,CK_mmpaypayrefundbysetdaosvr,mmpaypayrefundbysetdaosvrConsole,,http://git.woa.com/mmpay_life_pay/pay_refund/tree/master/domain/mmpaypayrefundbysetdaosvr,686319,pay_refund,pay_refund,否,master,https://git.woa.com/mmpay_life_pay/pay_refund.git,git@git.woa.com:mmpay_life_pay/pay_refund.git,mmpay_life_pay/pay_refund,mmpay_life_pay/pay_refund,是
mmpaysettlerulealterbatchdaemon,166041,mmpayffsettlescript,仅目标资产影响,CK_mmpaysettlerulealterbatchdaemon,mmpaysettlerulealterbatchdaemonConsole,2024-10-28 16:25:13,http://git.woa.com/mmpay_wxpay/mch_settle/tree/master/daemon/mmpaysettlerulealterbatchdaemon,166041,mch_settle,mch_settle,否,master,https://git.woa.com/mmpay_wxpay/mch_settle.git,git@git.woa.com:mmpay_wxpay/mch_settle.git,mmpay_wxpay/mch_settle,mmpay_wxpay/mch_settle,是
mmpaytransferassistantcustmanageweb,166037,mmpaytransferassistantcustmanageweb,仅目标资产影响,CK_mmpaytransferassistantcustmanageweb,mmpaytransferassistantcustmanagewebConsole,2024-09-19 14:48:27,http://git.woa.com/mmpay_transfer_assistant/transfer_assistant/tree/master/gateway/mmpaytransferassistantcustmanageweb,166037,transfer_assistant,transfer_assistant,否,master,https://git.woa.com/mmpay_transfer_assistant/transfer_assistant.git,git@git.woa.com:mmpay_transfer_assistant/transfer_assistant.git,mmpay_transfer_assistant/transfer_assistant,mmpay_transfer_assistant/transfer_assistant,是
mmpaywelfarecentsdonationteamweb,1043625,mmpaywelfarecentsdonationteamweb,仅目标资产影响,CK_mmpaywelfarecentsdonationteamweb,mmpaywelfarecentsdonationteamwebConsole,,http://git.woa.com/mmpay_wxpwelfare/cents_donation/tree/master/gateway/mmpaywelfarecentsdonationteamweb,1043625,cents_donation,cents_donation,否,master,https://git.woa.com/mmpay_wxpwelfare/cents_donation.git,git@git.woa.com:mmpay_wxpwelfare/cents_donation.git,mmpay_wxpwelfare/cents_donation,mmpay_wxpwelfare/cents_donation,是
mmpaymmpaymktmultiusecouponkvsvr,186729,mmpaymmpaymktmultiusecouponkvsvr,仅目标资产影响,CK_mmpaymmpaymktmultiusecouponkvsvr,mmpaymmpaymktmultiusecouponkvsvrConsole,,http://git.woa.com/mmpay_wxpay/mkt/tree/master/domain/mmpaymmpaymktmultiusecouponkvsvr,186729,mkt,mkt,否,master,https://git.woa.com/mmpay_wxpay/mkt.git,git@git.woa.com:mmpay_wxpay/mkt.git,mmpay_wxpay/mkt,mmpay_wxpay/mkt,是
mmpayolglobalopennetrouter,308782,mmpayolglobalopennetrouter,仅目标资产影响,CK_mmpayolglobalopennetrouter,mmpayolglobalopennetrouterConsole,2024-11-04 21:28:49,http://git.woa.com/mmpay_wxpay/overseas/tree/master/application/mmpayolglobalopennetrouter,308782,overseas,overseas,否,master,https://git.woa.com/mmpay_wxpay/overseas.git,git@git.woa.com:mmpay_wxpay/overseas.git,mmpay_wxpay/overseas,mmpay_wxpay/overseas,是
mmpayrefundbankprocesssvr,234403,mmpayrefundbankprocesssvr,仅目标资产影响,CK_mmpayrefundbankprocesssvr,mmpayrefundbankprocesssvrConsole,2025-01-08 10:04:54,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpayrefund/mmpayrefundlogic/mmpayrefundbankprocesssvr,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
mmpaynewtonfacerecognizebroker,246267,mmpaynewtonfacerecognizebroker,仅目标资产影响,CK_mmpaynewtonfacerecognizebroker,mmpaynewtonfacerecognizebrokerConsole,2024-09-18 17:10:59,http://git.woa.com/mmpay_svn_sec/mmpaynewton/tree/master/mmpaynewtonbroker/mmpaynewtonfacerecognizebroker,246267,mmpaynewton,mmpaynewton,否,master,https://git.woa.com/mmpay_svn_sec/mmpaynewton.git,git@git.woa.com:mmpay_svn_sec/mmpaynewton.git,mmpay_svn_sec/mmpaynewton,mmpay_svn_sec/mmpaynewton,是
mmpaysecgatewayhttpbroker,234403,mmpaysecgatewayhttpbroker,仅目标资产影响,CK_mmpaysecgatewayhttpbroker,mmpaysecgatewayhttpbrokerConsole,2024-08-06 15:16:38,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpayrisk/mmpayriskaccount/mmpaysecgateway/mmpaysecgatewayhttpbroker,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
mmpayrefundinterreqsvr,166017,mmpayrefundinterreqsvr,仅目标资产影响,CK_mmpayrefundinterreqsvr,mmpayrefundinterreqsvrConsole,2024-09-18 20:09:22,http://git.woa.com/mmpay_wxpay/mch_refund/tree/master/application/mmpayrefundinterreqsvr,166017,mch_refund,mch_refund,否,master,https://git.woa.com/mmpay_wxpay/mch_refund.git,git@git.woa.com:mmpay_wxpay/mch_refund.git,mmpay_wxpay/mch_refund,mmpay_wxpay/mch_refund,是
mmpaymultisetuserinfowrite,166068,mmpaymultisetuserinfowrite,仅目标资产影响,CK_mmpaymultisetuserinfowrite,mmpaymultisetuserinfowriteConsole,,http://git.woa.com/mmpay_wxpay/user_information/tree/master/domain/mmpaymultisetuserinfowrite,166068,user_information,user_information,否,master,https://git.woa.com/mmpay_wxpay/user_information.git,git@git.woa.com:mmpay_wxpay/user_information.git,mmpay_wxpay/user_information,mmpay_wxpay/user_information,是
mmpayc2csignappsvr,1325153,mmpayc2csignappsvr,均不影响,CK_mmpayc2csignappsvr,mmpayc2csignappsvrConsole,2025-01-10 16:39:23,http://git.woa.com/mmpay_wxpay/c2c_signing/tree/master/gateway_api/mmpayc2csignappsvr,1325153,c2c_signing,c2c_signing,否,master,https://git.woa.com/mmpay_wxpay/c2c_signing.git,git@git.woa.com:mmpay_wxpay/c2c_signing.git,mmpay_wxpay/c2c_signing,mmpay_wxpay/c2c_signing,是
mmpaysmbpmchhbcoverao,166027,mmpaysmbpmchhbcoverao,仅目标资产影响,CK_mmpaysmbpmchhbcoverao,mmpaysmbpmchhbcoveraoConsole,2024-10-11 11:07:57,http://git.woa.com/mmpay_receipt_reward/score_mall/tree/master/domain/mmpaysmbpmchhbcoverao,166027,score_mall,score_mall,否,master,https://git.woa.com/mmpay_receipt_reward/score_mall.git,git@git.woa.com:mmpay_receipt_reward/score_mall.git,mmpay_receipt_reward/score_mall,mmpay_receipt_reward/score_mall,是
mmpaymchwithdrawbankaccsvr,325523,mmpaymchwithdrawbankaccsvr,仅目标资产影响,CK_mmpaymchwithdrawbankaccsvr,mmpaymchwithdrawbankaccsvrConsole,2024-11-28 14:47:22,http://git.woa.com/mmpay_wxpay/mch_withdraw/tree/master/application/mmpaymchwithdrawbankaccsvr,325523,mch_withdraw,mch_withdraw,否,master,https://git.woa.com/mmpay_wxpay/mch_withdraw.git,git@git.woa.com:mmpay_wxpay/mch_withdraw.git,mmpay_wxpay/mch_withdraw,mmpay_wxpay/mch_withdraw,是
mmpaysmbpf2fpospayeventmqsvr,339704,mmpaysmbpf2fpospayeventmqsvr,仅目标资产影响,CK_mmpaysmbpf2fpospayeventmqsvr,mmpaysmbpf2fpospayeventmqsvrConsole,2024-11-21 14:18:46,http://git.woa.com/mmpay_smbp_f2f_pos_device/pos_pay/tree/master/application/mmpaysmbpf2fpospayeventmqsvr,339704,pos_pay,pos_pay,否,master,https://git.woa.com/mmpay_smbp_f2f_pos_device/pos_pay.git,git@git.woa.com:mmpay_smbp_f2f_pos_device/pos_pay.git,mmpay_smbp_f2f_pos_device/pos_pay,mmpay_smbp_f2f_pos_device/pos_pay,是
mmpayqccompliancemerchantgovbroker,166052,mmpayqccompliancemerchantgovbroker,仅目标资产影响,CK_mmpayqccompliancemerchantgovbroker,mmpayqccompliancemerchantgovbrokerConsole,2024-10-18 15:14:01,http://git.woa.com/mmpay_wxpay/compliance/tree/master/gateway/mmpayqccompliancemerchantgovbroker,166052,compliance,compliance,否,master,https://git.woa.com/mmpay_wxpay/compliance.git,git@git.woa.com:mmpay_wxpay/compliance.git,mmpay_wxpay/compliance,mmpay_wxpay/compliance,是
mmpaypolarisfreqdaemon,155270,mmpaynewtonscript,均不影响,CK_mmpaypolarisfreqdaemon,mmpaypolarisfreqdaemonConsole,2023-09-05 17:49:08,http://git.woa.com/mmpay_comm/component_export/tree/master/mmpaypolarisapi,155270,component_export,component_export,否,master,https://git.woa.com/mmpay_comm/component_export.git,git@git.woa.com:mmpay_comm/component_export.git,mmpay_comm/component_export,mmpay_comm/component_export,是
mmpaywxvaluemqworker,246267,mmpaywxvaluemq,仅目标资产影响,CK_mmpaywxvaluemqworker,mmpaywxvaluemqworkerConsole,2025-01-15 18:04:30,http://git.woa.com/mmpay_svn_sec/mmpaynewton/tree/master/mmpaywxvaluemq,246267,mmpaynewton,mmpaynewton,否,master,https://git.woa.com/mmpay_svn_sec/mmpaynewton.git,git@git.woa.com:mmpay_svn_sec/mmpaynewton.git,mmpay_svn_sec/mmpaynewton,mmpay_svn_sec/mmpaynewton,是
mmpaytwoevctradeconsumer,912494,mmpaytwoevctradeconsumer,仅目标资产影响,CK_mmpaytwoevctradeconsumer,mmpaytwoevctradeconsumerConsole,2024-10-11 20:17:46,http://git.woa.com/mmpay_mmpay_mq/mmpay_event_center/tree/master/phxqueueapp/mmeventcenter/svr/consumer,912494,mmpay_event_center,mmpay_event_center,否,master,https://git.woa.com/mmpay_mmpay_mq/mmpay_event_center.git,git@git.woa.com:mmpay_mmpay_mq/mmpay_event_center.git,mmpay_mmpay_mq/mmpay_event_center,mmpay_mmpay_mq/mmpay_event_center,是
mmpaymchpaauditrulekvsvr,873927,mmpaymchpaauditrulekvsvr,仅目标资产影响,CK_mmpaymchpaauditrulekvsvr,mmpaymchpaauditrulekvsvrConsole,2024-10-17 14:08:15,http://git.woa.com/mmpay_wxpay/mch_profile_audit/tree/master/domain/mmpaymchpaauditrulekvsvr,873927,mch_profile_audit,mch_profile_audit,否,master,https://git.woa.com/mmpay_wxpay/mch_profile_audit.git,git@git.woa.com:mmpay_wxpay/mch_profile_audit.git,mmpay_wxpay/mch_profile_audit,mmpay_wxpay/mch_profile_audit,是
mmpaydeductapi,166100,mmpaydeductapi,仅目标资产影响,CK_mmpaydeductapi,mmpaydeductapiConsole,2024-12-24 12:48:54,http://git.woa.com/mmpay_wxpay/deduction_pay/tree/master/gateway/mmpaydeductapi,166100,deduction_pay,deduction_pay,否,master,https://git.woa.com/mmpay_wxpay/deduction_pay.git,git@git.woa.com:mmpay_wxpay/deduction_pay.git,mmpay_wxpay/deduction_pay,mmpay_wxpay/deduction_pay,是
mmpaymaterialwxqrcodedaosvr,166019,mmpaymaterialwxqrcodedaosvr,仅目标资产影响,CK_mmpaymaterialwxqrcodedaosvr,mmpaymaterialwxqrcodedaosvrConsole,2024-10-09 11:44:06,http://git.woa.com/mmpay_material/material/tree/master/domain/mmpaymaterialwxqrcodedaosvr,166019,material,material,否,master,https://git.woa.com/mmpay_material/material.git,git@git.woa.com:mmpay_material/material.git,mmpay_material/material,mmpay_material/material,是
mmpayerrorcodedao,376534,mmpayerrorcodedao,均不影响,CK_mmpayerrorcodedao,mmpayerrorcodedaoConsole,2024-09-23 10:53:43,http://git.woa.com/mmpay_svn_sec/errcode_transfer/tree/master/mmpayerrorcodedao,376534,errcode_transfer,errcode_transfer,否,master,https://git.woa.com/mmpay_svn_sec/errcode_transfer.git,git@git.woa.com:mmpay_svn_sec/errcode_transfer.git,mmpay_svn_sec/errcode_transfer,mmpay_svn_sec/errcode_transfer,是
mmpaysmbpf2fpospaysubscriber,339704,mmpaysmbpf2fpospaysubscriber,仅目标资产影响,CK_mmpaysmbpf2fpospaysubscriber,mmpaysmbpf2fpospaysubscriberConsole,2024-10-16 09:52:14,http://git.woa.com/mmpay_smbp_f2f_pos_device/pos_pay/tree/master/domain/mmpaysmbpf2fpospaysubscriber,339704,pos_pay,pos_pay,否,master,https://git.woa.com/mmpay_smbp_f2f_pos_device/pos_pay.git,git@git.woa.com:mmpay_smbp_f2f_pos_device/pos_pay.git,mmpay_smbp_f2f_pos_device/pos_pay,mmpay_smbp_f2f_pos_device/pos_pay,是
mmbizcardtask,265812,mmbizcardtask,仅目标资产影响,CK_mmbizcardtask,mmbizcardtaskConsole,2024-10-17 16:34:14,http://git.woa.com/wxg-mp/mmbiz/tree/master/mmbizpassbook/task,265812,mmbiz,mmbiz,否,master,https://git.woa.com/wxg-mp/mmbiz.git,git@git.woa.com:wxg-mp/mmbiz.git,wxg-mp/mmbiz,wxg-mp/mmbiz,是
mmpayface1vnalgoao4v818feature,234403,mmpayface1vnschedulerao4v818feature,仅目标资产影响,CK_mmpayface1vnalgoao4v818feature,mmpayface1vnalgoao4v818featureConsole,,http://git.woa.com/mmpay_svn/mmpay/tree/master/mmpayface/mmpayface1vnv2/mmpayface1vnalgoao,234403,mmpay,mmpay,否,master,https://git.woa.com/mmpay_svn/mmpay.git,git@git.woa.com:mmpay_svn/mmpay.git,mmpay_svn/mmpay,mmpay_svn/mmpay,是
mmpaypalmdmexfactoryaosvr,1141302,mmpaypalmdmexfactoryaosvr,均不影响,CK_mmpaypalmdmexfactoryaosvr,mmpaypalmdmexfactoryaosvrConsole,2025-02-27 11:47:22,http://git.woa.com/mmpay_palm_recognition/palm_device_manage/tree/master/application/mmpaypalmdmexfactoryaosvr,1141302,palm_device_manage,palm_device_manage,否,master,https://git.woa.com/mmpay_palm_recognition/palm_device_manage.git,git@git.woa.com:mmpay_palm_recognition/palm_device_manage.git,mmpay_palm_recognition/palm_device_manage,mmpay_palm_recognition/palm_device_manage,是
mmpayplathbsvr,166096,mmpayplathbsvr,仅目标资产影响,CK_mmpayplathbsvr,mmpayplathbsvrConsole,2025-01-20 10:34:17,http://git.woa.com/mmpay_wxplathongbao/wxplathongbao/tree/master/application/mmpayplathbsvr,166096,wxplathongbao,wxplathongbao,否,master,https://git.woa.com/mmpay_wxplathongbao/wxplathongbao.git,git@git.woa.com:mmpay_wxplathongbao/wxplathongbao.git,mmpay_wxplathongbao/wxplathongbao,mmpay_wxplathongbao/wxplathongbao,是
mmpayuserrollexportsubscriber,143644,mmpayuserrollexportsubscriber,仅目标资产影响,CK_mmpayuserrollexportsubscriber,mmpayuserrollexportsubscriberConsole,2025-01-22 12:05:39,http://git.woa.com/wxg-pay/mmtenpay_bazel/tree/master/mmpaybasic/mmpayuserroll/mmpayuserrollexportsubscriber,143644,mmtenpay_bazel,mmtenpay_bazel,否,master,https://git.woa.com/wxg-pay/mmtenpay_bazel.git,git@git.woa.com:wxg-pay/mmtenpay_bazel.git,wxg-pay/mmtenpay_bazel,wxg-pay/mmtenpay_bazel,是
